date,customer_id,income_date,income_type,income_amount
2024-12-31,4932,2024-08-25,1,808.67
2024-12-31,4932,2024-09-25,1,827.7
2024-12-31,4932,2024-10-25,1,796.37
2024-12-31,4932,2024-11-25,1,804.12
2024-12-31,4932,2024-12-25,1,828.26
2024-12-31,4933,2024-01-10,1,868.4
2024-12-31,4933,2024-02-10,1,872.6
2024-12-31,4933,2024-03-10,1,861.59
2024-12-31,4933,2024-04-10,1,879.2
2024-12-31,4933,2024-05-10,1,887.64
2024-12-31,4933,2024-06-10,1,890.32
2024-12-31,4933,2024-07-10,1,877.88
2024-12-31,4933,2024-08-10,1,872.21
2024-12-31,4933,2024-09-10,1,884.25
2024-12-31,4933,2024-10-10,1,885.01
2024-12-31,4933,2024-11-10,1,887.07
2024-12-31,4933,2024-12-10,1,864.51
2024-12-31,4934,2024-01-20,1,895.76
2024-12-31,4934,2024-02-20,1,882.69
2024-12-31,4934,2024-03-20,1,902.99
2024-12-31,4934,2024-04-20,1,897.29
2024-12-31,4934,2024-05-20,1,874.6
2024-12-31,4934,2024-06-20,1,903.76
2024-12-31,4934,2024-07-20,1,907.75
2024-12-31,4934,2024-08-20,1,903.99
2024-12-31,4934,2024-09-20,1,892.44
2024-12-31,4934,2024-10-20,1,909.68
2024-12-31,4934,2024-11-20,1,880.42
2024-12-31,4934,2024-12-20,1,880.35
2024-12-31,4935,2024-01-05,2,1778.36
2024-12-31,4935,2024-02-05,2,1769.29
2024-12-31,4935,2024-03-05,2,1773.8
2024-12-31,4935,2024-04-05,2,1785.51
2024-12-31,4935,2024-05-05,2,1801.71
2024-12-31,4935,2024-06-05,2,1771.29
2024-12-31,4935,2024-07-05,2,1769.09
2024-12-31,4935,2024-08-05,2,1794.05
2024-12-31,4935,2024-09-05,2,1789.88
2024-12-31,4935,2024-10-05,2,1800.03
2024-12-31,4935,2024-11-05,2,1771.54
2024-12-31,4935,2024-12-05,2,1784.18
2024-12-31,4936,2024-01-15,1,1194.6
2024-12-31,4936,2024-02-15,1,1217.57
2024-12-31,4936,2024-03-15,1,1215.11
2024-12-31,4936,2024-04-15,1,1200.86
2024-12-31,4936,2024-05-15,1,1195.66
2024-12-31,4936,2024-06-15,1,1222.82
2024-12-31,4936,2024-07-15,1,1232.46
2024-12-31,4936,2024-08-15,1,1212.32
2024-12-31,4936,2024-09-15,1,1205.23
2024-12-31,4936,2024-10-15,1,1199.81
2024-12-31,4936,2024-11-15,1,1226.37
2024-12-31,4936,2024-12-15,1,1194.1
2024-12-31,4937,2024-01-15,1,656.7
2024-12-31,4937,2024-02-15,1,658.87
2024-12-31,4937,2024-03-15,1,658.1
2024-12-31,4937,2024-04-15,1,641.34
2024-12-31,4937,2024-05-15,1,637.53
2024-12-31,4937,2024-06-15,1,648.56
2024-12-31,4937,2024-07-15,1,640.03
2024-12-31,4937,2024-08-15,1,655.68
2024-12-31,4937,2024-09-15,1,653.42
2024-12-31,4937,2024-10-15,1,634.05
2024-12-31,4937,2024-11-15,1,644.8
2024-12-31,4937,2024-12-15,1,652.61
2024-12-31,4939,2024-01-25,2,1082.31
2024-12-31,4939,2024-02-25,2,1077.74
2024-12-31,4939,2024-03-25,2,1054.62
2024-12-31,4939,2024-04-25,2,1083.54
2024-12-31,4939,2024-05-25,2,1056.59
2024-12-31,4939,2024-06-25,2,1049.06
2024-12-31,4939,2024-07-25,2,1073.52
2024-12-31,4939,2024-08-25,2,1062.66
2024-12-31,4939,2024-09-25,2,1082.17
2024-12-31,4939,2024-10-25,2,1077.33
2024-12-31,4939,2024-11-25,2,1054.07
2024-12-31,4939,2024-12-25,2,1058.09
2024-12-31,4940,2024-01-15,1,657.64
2024-12-31,4940,2024-02-15,1,631.14
2024-12-31,4940,2024-03-15,1,662.09
2024-12-31,4940,2024-04-15,1,636.3
2024-12-31,4940,2024-05-15,1,636.96
2024-12-31,4940,2024-06-15,1,647.74
2024-12-31,4940,2024-07-15,1,637.2
2024-12-31,4940,2024-08-15,1,643.44
2024-12-31,4940,2024-09-15,1,639.82
2024-12-31,4940,2024-10-15,1,643.86
2024-12-31,4940,2024-11-15,1,650.02
2024-12-31,4940,2024-12-15,1,658.53
2024-12-31,4941,2024-04-15,1,729.59
2024-12-31,4941,2024-05-15,1,729.77
2024-12-31,4941,2024-06-15,1,735.2
2024-12-31,4941,2024-07-15,1,731.87
2024-12-31,4941,2024-08-15,1,743.68
2024-12-31,4941,2024-09-15,1,753.87
2024-12-31,4941,2024-10-15,1,749.62
2024-12-31,4941,2024-11-15,1,727.73
2024-12-31,4941,2024-12-15,1,747.6
2024-12-31,4942,2024-01-10,1,1484.52
2024-12-31,4942,2024-02-10,1,1475
2024-12-31,4942,2024-03-10,1,1468.6
2024-12-31,4942,2024-04-10,1,1467.18
2024-12-31,4942,2024-05-10,1,1471.05
2024-12-31,4942,2024-06-10,1,1496.4
2024-12-31,4942,2024-07-10,1,1482.35
2024-12-31,4942,2024-08-10,1,1487.35
2024-12-31,4942,2024-09-10,1,1486.69
2024-12-31,4942,2024-10-10,1,1471.09
2024-12-31,4942,2024-11-10,1,1469.87
2024-12-31,4942,2024-12-10,1,1489.17
2024-12-31,4943,2024-01-15,1,937.48
2024-12-31,4943,2024-02-15,1,916.31
2024-12-31,4943,2024-03-15,1,941.94
2024-12-31,4943,2024-04-15,1,923.96
2024-12-31,4943,2024-05-15,1,924.22
2024-12-31,4943,2024-06-15,1,912.79
2024-12-31,4943,2024-07-15,1,924.5
2024-12-31,4943,2024-08-15,1,923.51
2024-12-31,4943,2024-09-15,1,927.4
2024-12-31,4943,2024-10-15,1,942.41
2024-12-31,4943,2024-11-15,1,926.44
2024-12-31,4943,2024-12-15,1,916.65
2024-12-31,4944,2024-01-25,1,914.67
2024-12-31,4944,2024-02-25,1,918.34
2024-12-31,4944,2024-03-25,1,949.34
2024-12-31,4944,2024-04-25,1,927.88
2024-12-31,4944,2024-05-25,1,919.28
2024-12-31,4944,2024-06-25,1,921.01
2024-12-31,4944,2024-07-25,1,920.1
2024-12-31,4944,2024-08-25,1,947.8
2024-12-31,4944,2024-09-25,1,912.68
2024-12-31,4944,2024-10-25,1,916.9
2024-12-31,4944,2024-11-25,1,947.93
2024-12-31,4944,2024-12-25,1,912.45
2024-12-31,4945,2024-01-25,1,836.83
2024-12-31,4945,2024-02-25,1,858.31
2024-12-31,4945,2024-03-25,1,829.23
2024-12-31,4945,2024-04-25,1,860.8
2024-12-31,4945,2024-05-25,1,840.12
2024-12-31,4945,2024-06-25,1,863.16
2024-12-31,4945,2024-07-25,1,831.08
2024-12-31,4945,2024-08-25,1,863.27
2024-12-31,4945,2024-09-25,1,827.82
2024-12-31,4945,2024-10-25,1,826.08
2024-12-31,4945,2024-11-25,1,839.42
2024-12-31,4945,2024-12-25,1,826.14
2024-12-31,4946,2024-01-10,1,997.23
2024-12-31,4946,2024-02-10,1,970.53
2024-12-31,4946,2024-03-10,1,971.92
2024-12-31,4946,2024-04-10,1,976.36
2024-12-31,4946,2024-05-10,1,979.04
2024-12-31,4946,2024-06-10,1,999.47
2024-12-31,4946,2024-07-10,1,970.93
2024-12-31,4946,2024-08-10,1,968.38
2024-12-31,4946,2024-09-10,1,985.9
2024-12-31,4946,2024-10-10,1,988.88
2024-12-31,4946,2024-11-10,1,977.48
2024-12-31,4946,2024-12-10,1,990.05
2024-12-31,4947,2024-01-20,1,713.12
2024-12-31,4947,2024-02-20,1,685.79
2024-12-31,4947,2024-03-20,1,699.09
2024-12-31,4947,2024-04-20,1,713.92
2024-12-31,4947,2024-05-20,1,692.51
2024-12-31,4947,2024-06-20,1,685.79
2024-12-31,4947,2024-07-20,1,718.72
2024-12-31,4947,2024-08-20,1,705.54
2024-12-31,4947,2024-09-20,1,718.19
2024-12-31,4947,2024-10-20,1,717.51
2024-12-31,4947,2024-11-20,1,687.35
2024-12-31,4947,2024-12-20,1,694.77
2024-12-31,4950,2024-01-10,2,986.62
2024-12-31,4950,2024-02-10,2,971.26
2024-12-31,4950,2024-03-10,2,948.91
2024-12-31,4950,2024-04-10,2,974.39
2024-12-31,4950,2024-05-10,2,965.01
2024-12-31,4950,2024-06-10,2,972.77
2024-12-31,4950,2024-07-10,2,981.86
2024-12-31,4950,2024-08-10,2,953.72
2024-12-31,4950,2024-09-10,2,955.51
2024-12-31,4950,2024-10-10,2,974.57
2024-12-31,4950,2024-11-10,2,981.17
2024-12-31,4950,2024-12-10,2,959.04
2024-12-31,4952,2024-01-05,2,1263.68
2024-12-31,4952,2024-02-05,2,1245.9
2024-12-31,4952,2024-03-05,2,1272.09
2024-12-31,4952,2024-04-05,2,1271.55
2024-12-31,4952,2024-05-05,2,1247.31
2024-12-31,4952,2024-06-05,2,1235.92
2024-12-31,4952,2024-07-05,2,1244.02
2024-12-31,4952,2024-08-05,2,1267.57
2024-12-31,4952,2024-09-05,2,1239.54
2024-12-31,4952,2024-10-05,2,1243.4
2024-12-31,4952,2024-11-05,2,1247.63
2024-12-31,4952,2024-12-05,2,1244.17
2024-12-31,4953,2024-01-25,2,1333.74
2024-12-31,4953,2024-02-25,2,1345.76
2024-12-31,4953,2024-03-25,2,1333.92
2024-12-31,4953,2024-04-25,2,1332.32
2024-12-31,4953,2024-05-25,2,1320.69
2024-12-31,4953,2024-06-25,2,1345.73
2024-12-31,4953,2024-07-25,2,1331.74
2024-12-31,4953,2024-08-25,2,1346.4
2024-12-31,4953,2024-09-25,2,1330.94
2024-12-31,4953,2024-10-25,2,1348.03
2024-12-31,4953,2024-11-25,2,1329.53
2024-12-31,4953,2024-12-25,2,1341.53
2024-12-31,4954,2024-01-10,2,1457.78
2024-12-31,4954,2024-02-10,2,1465.48
2024-12-31,4954,2024-03-10,2,1434.98
2024-12-31,4954,2024-04-10,2,1467.75
2024-12-31,4954,2024-05-10,2,1444.77
2024-12-31,4954,2024-06-10,2,1445.87
2024-12-31,4954,2024-07-10,2,1466.07
2024-12-31,4954,2024-08-10,2,1472.52
2024-12-31,4954,2024-09-10,2,1473.36
2024-12-31,4954,2024-10-10,2,1471.71
2024-12-31,4954,2024-11-10,2,1462.18
2024-12-31,4954,2024-12-10,2,1439.23
2024-12-31,4955,2024-01-20,2,971.12
2024-12-31,4955,2024-02-20,2,987.32
2024-12-31,4955,2024-03-20,2,978.86
2024-12-31,4955,2024-04-20,2,980.59
2024-12-31,4955,2024-05-20,2,992.2
2024-12-31,4955,2024-06-20,2,985.85
2024-12-31,4955,2024-07-20,2,996.25
2024-12-31,4955,2024-08-20,2,989.62
2024-12-31,4955,2024-09-20,2,995.87
2024-12-31,4955,2024-10-20,2,964.48
2024-12-31,4955,2024-11-20,2,984.42
2024-12-31,4955,2024-12-20,2,995.31
2024-12-31,4956,2024-01-15,1,1000.28
2024-12-31,4956,2024-02-15,1,996.49
2024-12-31,4956,2024-03-15,1,999.35
2024-12-31,4956,2024-04-15,1,999.38
2024-12-31,4956,2024-05-15,1,1002.86
2024-12-31,4956,2024-06-15,1,1009.64
2024-12-31,4956,2024-07-15,1,998.81
2024-12-31,4956,2024-08-15,1,998.53
2024-12-31,4956,2024-09-15,1,1020.16
2024-12-31,4956,2024-10-15,1,1013.54
2024-12-31,4956,2024-11-15,1,1017.61
2024-12-31,4956,2024-12-15,1,1005.44
2024-12-31,4957,2024-01-15,1,889.84
2024-12-31,4957,2024-02-15,1,877.38
2024-12-31,4959,2024-01-20,2,719.8
2024-12-31,4959,2024-02-20,2,714.13
2024-12-31,4959,2024-03-20,2,723.07
2024-12-31,4959,2024-04-20,2,733.21
2024-12-31,4959,2024-05-20,2,730.36
2024-12-31,4959,2024-06-20,2,734.96
2024-12-31,4959,2024-07-20,2,708.5
2024-12-31,4959,2024-08-20,2,706.71
2024-12-31,4959,2024-09-20,2,712.5
2024-12-31,4959,2024-10-20,2,710.22
2024-12-31,4959,2024-11-20,2,712.93
2024-12-31,4959,2024-12-20,2,723.04
2024-12-31,4960,2024-12-10,2,973.84
2024-12-31,4961,2024-01-10,1,1041.36
2024-12-31,4961,2024-02-10,1,1027.21
2024-12-31,4961,2024-03-10,1,1034.44
2024-12-31,4961,2024-04-10,1,1037.96
2024-12-31,4961,2024-05-10,1,1019.06
2024-12-31,4961,2024-06-10,1,1030.91
2024-12-31,4961,2024-07-10,1,1022.08
2024-12-31,4961,2024-08-10,1,1037.29
2024-12-31,4961,2024-09-10,1,1022.85
2024-12-31,4961,2024-10-10,1,1012.61
2024-12-31,4961,2024-11-10,1,1018.9
2024-12-31,4961,2024-12-10,1,1011.82
2024-12-31,4962,2024-01-05,1,1010.4
2024-12-31,4962,2024-02-05,1,1013.8
2024-12-31,4962,2024-03-05,1,1003.48
2024-12-31,4962,2024-04-05,1,1012.43
2024-12-31,4962,2024-05-05,1,1033.87
2024-12-31,4962,2024-06-05,1,1004.05
2024-12-31,4962,2024-07-05,1,1020.93
2024-12-31,4962,2024-08-05,1,1027.38
2024-12-31,4962,2024-09-05,1,996.71
2024-12-31,4962,2024-10-05,1,1000.74
2024-12-31,4962,2024-11-05,1,1007.82
2024-12-31,4962,2024-12-05,1,1022.84
2024-12-31,4963,2024-01-25,2,1135.07
2024-12-31,4963,2024-02-25,2,1171
2024-12-31,4963,2024-03-25,2,1152.41
2024-12-31,4963,2024-04-25,2,1134.09
2024-12-31,4963,2024-05-25,2,1144.23
2024-12-31,4963,2024-06-25,2,1148.38
2024-12-31,4963,2024-07-25,2,1167.86
2024-12-31,4963,2024-08-25,2,1154.38
2024-12-31,4963,2024-09-25,2,1161.66
2024-12-31,4963,2024-10-25,2,1171.63
2024-12-31,4963,2024-11-25,2,1134.21
2024-12-31,4963,2024-12-25,2,1164.92
2024-12-31,4964,2024-01-05,1,1175.68
2024-12-31,4964,2024-02-05,1,1206.3
2024-12-31,4964,2024-03-05,1,1188.07
2024-12-31,4964,2024-04-05,1,1180.82
2024-12-31,4964,2024-05-05,1,1205.73
2024-12-31,4964,2024-06-05,1,1191.51
2024-12-31,4964,2024-07-05,1,1184.14
2024-12-31,4964,2024-08-05,1,1178.13
2024-12-31,4964,2024-09-05,1,1198.34
2024-12-31,4964,2024-10-05,1,1171.63
2024-12-31,4964,2024-11-05,1,1191.95
2024-12-31,4964,2024-12-05,1,1174.21
2024-12-31,4965,2024-01-10,1,851.12
2024-12-31,4965,2024-02-10,1,831.73
2024-12-31,4965,2024-03-10,1,855.91
2024-12-31,4966,2024-01-20,2,1417.85
2024-12-31,4966,2024-02-20,2,1391.16
2024-12-31,4966,2024-03-20,2,1393.39
2024-12-31,4966,2024-04-20,2,1421.11
2024-12-31,4966,2024-05-20,2,1411.97
2024-12-31,4966,2024-06-20,2,1409.56
2024-12-31,4966,2024-07-20,2,1402.15
2024-12-31,4966,2024-08-20,2,1400.53
2024-12-31,4966,2024-09-20,2,1427.21
2024-12-31,4966,2024-10-20,2,1427.14
2024-12-31,4966,2024-11-20,2,1427.31
2024-12-31,4966,2024-12-20,2,1395.28
2024-12-31,4967,2024-01-10,1,804.25
2024-12-31,4967,2024-02-10,1,798.56
2024-12-31,4967,2024-03-10,1,801.81
2024-12-31,4967,2024-04-10,1,807.87
2024-12-31,4967,2024-05-10,1,815.83
2024-12-31,4967,2024-06-10,1,795.45
2024-12-31,4967,2024-07-10,1,789.76
2024-12-31,4967,2024-08-10,1,820.82
2024-12-31,4967,2024-09-10,1,798.54
2024-12-31,4967,2024-10-10,1,818.39
2024-12-31,4967,2024-11-10,1,823.34
2024-12-31,4967,2024-12-10,1,786.84
2024-12-31,4968,2024-01-10,2,772.86
2024-12-31,4968,2024-02-10,2,758.39
2024-12-31,4968,2024-03-10,2,758.93
2024-12-31,4968,2024-04-10,2,789.33
2024-12-31,4968,2024-05-10,2,787.7
2024-12-31,4968,2024-06-10,2,755.56
2024-12-31,4968,2024-07-10,2,773.35
2024-12-31,4968,2024-08-10,2,755.25
2024-12-31,4968,2024-09-10,2,769.16
2024-12-31,4968,2024-10-10,2,764.09
2024-12-31,4968,2024-11-10,2,766.28
2024-12-31,4968,2024-12-10,2,779.38
2024-12-31,4969,2024-01-05,1,1031.5
2024-12-31,4969,2024-02-05,1,1045.96
2024-12-31,4969,2024-03-05,1,1030
2024-12-31,4969,2024-04-05,1,1034.22
2024-12-31,4969,2024-05-05,1,1041.28
2024-12-31,4969,2024-06-05,1,1048.17
2024-12-31,4969,2024-07-05,1,1035.87
2024-12-31,4969,2024-08-05,1,1035.49
2024-12-31,4969,2024-09-05,1,1048.89
2024-12-31,4969,2024-10-05,1,1051.13
2024-12-31,4969,2024-11-05,1,1045.84
2024-12-31,4969,2024-12-05,1,1038.31
2024-12-31,4970,2024-01-15,1,1053.62
2024-12-31,4970,2024-02-15,1,1055.86
2024-12-31,4970,2024-03-15,1,1057.72
2024-12-31,4970,2024-04-15,1,1053.67
2024-12-31,4970,2024-05-15,1,1028.13
2024-12-31,4970,2024-06-15,1,1023.48
2024-12-31,4970,2024-07-15,1,1036.2
2024-12-31,4970,2024-08-15,1,1040.45
2024-12-31,4971,2024-10-05,1,1053
2024-12-31,4971,2024-11-05,1,1073.81
2024-12-31,4971,2024-12-05,1,1055.69
2024-12-31,4972,2024-01-05,1,859.95
2024-12-31,4972,2024-02-05,1,855.99
2024-12-31,4972,2024-03-05,1,850.74
2024-12-31,4972,2024-04-05,1,878.08
2024-12-31,4972,2024-05-05,1,857.45
2024-12-31,4972,2024-06-05,1,867.03
2024-12-31,4972,2024-07-05,1,866.44
2024-12-31,4972,2024-08-05,1,852.12
2024-12-31,4972,2024-09-05,1,873.07
2024-12-31,4972,2024-10-05,1,873.19
2024-12-31,4972,2024-11-05,1,875.64
2024-12-31,4972,2024-12-05,1,879.04
2024-12-31,4974,2024-01-20,2,1681.51
2024-12-31,4974,2024-02-20,2,1691.18
2024-12-31,4974,2024-03-20,2,1687.05
2024-12-31,4974,2024-04-20,2,1699.89
2024-12-31,4974,2024-05-20,2,1686.83
2024-12-31,4974,2024-06-20,2,1682.01
2024-12-31,4974,2024-07-20,2,1719.47
2024-12-31,4974,2024-08-20,2,1703.81
2024-12-31,4974,2024-09-20,2,1701.97
2024-12-31,4974,2024-10-20,2,1706.67
2024-12-31,4974,2024-11-20,2,1693.79
2024-12-31,4974,2024-12-20,2,1711
2024-12-31,4975,2024-01-20,1,778.63
2024-12-31,4975,2024-02-20,1,804.3
2024-12-31,4975,2024-03-20,1,814.97
2024-12-31,4975,2024-04-20,1,800.22
2024-12-31,4975,2024-05-20,1,787.95
2024-12-31,4975,2024-06-20,1,811.8
2024-12-31,4975,2024-07-20,1,810.43
2024-12-31,4975,2024-08-20,1,807.29
2024-12-31,4975,2024-09-20,1,777.64
2024-12-31,4975,2024-10-20,1,798.02
2024-12-31,4975,2024-11-20,1,789.56
2024-12-31,4975,2024-12-20,1,815.03
2024-12-31,4977,2024-01-05,1,720.6
2024-12-31,4977,2024-02-05,1,723.09
2024-12-31,4977,2024-03-05,1,749.46
2024-12-31,4977,2024-04-05,1,756.16
2024-12-31,4978,2024-01-15,1,880.56
2024-12-31,4978,2024-02-15,1,911.9
2024-12-31,4978,2024-03-15,1,916.25
2024-12-31,4978,2024-04-15,1,903.91
2024-12-31,4978,2024-05-15,1,883.9
2024-12-31,4978,2024-06-15,1,881.71
2024-12-31,4978,2024-07-15,1,913.37
2024-12-31,4978,2024-08-15,1,910.58
2024-12-31,4978,2024-09-15,1,884.73
2024-12-31,4978,2024-10-15,1,887.61
2024-12-31,4978,2024-11-15,1,882.91
2024-12-31,4978,2024-12-15,1,895.1
2024-12-31,4979,2024-01-15,1,1302.62
2024-12-31,4979,2024-02-15,1,1297.99
2024-12-31,4979,2024-03-15,1,1321.12
2024-12-31,4979,2024-04-15,1,1294.24
2024-12-31,4979,2024-05-15,1,1294.24
2024-12-31,4979,2024-06-15,1,1303.32
2024-12-31,4979,2024-07-15,1,1290.93
2024-12-31,4979,2024-08-15,1,1292.68
2024-12-31,4979,2024-09-15,1,1317.78
2024-12-31,4979,2024-10-15,1,1298.17
2024-12-31,4979,2024-11-15,1,1293.54
2024-12-31,4979,2024-12-15,1,1318.87
2024-12-31,4980,2024-01-05,1,1156.67
2024-12-31,4980,2024-02-05,1,1178.56
2024-12-31,4980,2024-03-05,1,1154.2
2024-12-31,4980,2024-04-05,1,1151.59
2024-12-31,4980,2024-05-05,1,1174.39
2024-12-31,4980,2024-06-05,1,1175.6
2024-12-31,4980,2024-07-05,1,1187.34
2024-12-31,4982,2024-01-20,1,1225.09
2024-12-31,4982,2024-02-20,1,1218.78
2024-12-31,4982,2024-03-20,1,1225.08
2024-12-31,4982,2024-04-20,1,1225.86
2024-12-31,4982,2024-05-20,1,1222.64
2024-12-31,4982,2024-06-20,1,1214.56
2024-12-31,4982,2024-07-20,1,1216.7
2024-12-31,4982,2024-08-20,1,1196.64
2024-12-31,4982,2024-09-20,1,1195.28
2024-12-31,4982,2024-10-20,1,1205.08
2024-12-31,4983,2024-06-20,1,722.21
2024-12-31,4983,2024-07-20,1,719.06
2024-12-31,4983,2024-08-20,1,701.3
2024-12-31,4983,2024-09-20,1,726.12
2024-12-31,4983,2024-10-20,1,725.06
2024-12-31,4983,2024-11-20,1,728.69
2024-12-31,4983,2024-12-20,1,712.95
2024-12-31,4984,2024-01-20,1,1105.23
2024-12-31,4984,2024-02-20,1,1071.42
2024-12-31,4984,2024-03-20,1,1096.56
2024-12-31,4984,2024-04-20,1,1072.16
2024-12-31,4984,2024-05-20,1,1099.35
2024-12-31,4984,2024-06-20,1,1073.12
2024-12-31,4984,2024-07-20,1,1099.12
2024-12-31,4984,2024-08-20,1,1094.48
2024-12-31,4984,2024-09-20,1,1071.86
2024-12-31,4984,2024-10-20,1,1069.85
2024-12-31,4984,2024-11-20,1,1082.24
2024-12-31,4984,2024-12-20,1,1108.96
2024-12-31,4985,2024-12-20,2,956.74
2024-12-31,4987,2024-01-05,1,961.84
2024-12-31,4987,2024-02-05,1,955.72
2024-12-31,4987,2024-03-05,1,958.68
2024-12-31,4987,2024-04-05,1,958.29
2024-12-31,4987,2024-05-05,1,956.14
2024-12-31,4987,2024-06-05,1,953.09
2024-12-31,4987,2024-07-05,1,934.69
2024-12-31,4987,2024-08-05,1,952.17
2024-12-31,4987,2024-09-05,1,958.84
2024-12-31,4987,2024-10-05,1,961.7
2024-12-31,4987,2024-11-05,1,954.29
2024-12-31,4987,2024-12-05,1,930.62
2024-12-31,4988,2024-01-05,1,1067.94
2024-12-31,4988,2024-02-05,1,1050.88
2024-12-31,4988,2024-03-05,1,1061.63
2024-12-31,4988,2024-04-05,1,1072.85
2024-12-31,4988,2024-05-05,1,1065.97
2024-12-31,4988,2024-06-05,1,1041.72
2024-12-31,4988,2024-07-05,1,1051.78
2024-12-31,4988,2024-08-05,1,1041.92
2024-12-31,4988,2024-09-05,1,1055.41
2024-12-31,4988,2024-10-05,1,1074.89
2024-12-31,4988,2024-11-05,1,1050.55
2024-12-31,4988,2024-12-05,1,1067.09
2024-12-31,4989,2024-01-10,1,1085.47
2024-12-31,4989,2024-02-10,1,1059.62
2024-12-31,4989,2024-03-10,1,1069.07
2024-12-31,4989,2024-04-10,1,1071.2
2024-12-31,4989,2024-05-10,1,1088.46
2024-12-31,4989,2024-06-10,1,1056.76
2024-12-31,4989,2024-07-10,1,1060.7
2024-12-31,4989,2024-08-10,1,1075.22
2024-12-31,4989,2024-09-10,1,1053.34
2024-12-31,4989,2024-10-10,1,1059.53
2024-12-31,4989,2024-11-10,1,1074.28
2024-12-31,4989,2024-12-10,1,1055.64
2024-12-31,4990,2024-01-05,1,1388.48
2024-12-31,4990,2024-02-05,1,1386.04
2024-12-31,4990,2024-03-05,1,1389.47
2024-12-31,4990,2024-04-05,1,1362.04
2024-12-31,4990,2024-05-05,1,1371.8
2024-12-31,4990,2024-06-05,1,1378.93
2024-12-31,4990,2024-07-05,1,1394.44
2024-12-31,4990,2024-08-05,1,1375.47
2024-12-31,4990,2024-09-05,1,1389.02
2024-12-31,4990,2024-10-05,1,1376.75
2024-12-31,4990,2024-11-05,1,1377.58
2024-12-31,4990,2024-12-05,1,1365.08
2024-12-31,4991,2024-01-10,1,937.27
2024-12-31,4991,2024-02-10,1,914.17
2024-12-31,4991,2024-03-10,1,941.57
2024-12-31,4991,2024-04-10,1,949.27
2024-12-31,4991,2024-05-10,1,927.19
2024-12-31,4991,2024-06-10,1,927.98
2024-12-31,4991,2024-07-10,1,944.27
2024-12-31,4991,2024-08-10,1,917.52
2024-12-31,4991,2024-09-10,1,930.24
2024-12-31,4991,2024-10-10,1,944.36
2024-12-31,4991,2024-11-10,1,924.37
2024-12-31,4991,2024-12-10,1,938.59
2024-12-31,4994,2024-01-05,1,1201.52
2024-12-31,4994,2024-02-05,1,1202.76
2024-12-31,4994,2024-03-05,1,1201.03
2024-12-31,4994,2024-04-05,1,1185.9
2024-12-31,4994,2024-05-05,1,1184.57
2024-12-31,4994,2024-06-05,1,1169.72
2024-12-31,4994,2024-07-05,1,1170.06
2024-12-31,4994,2024-08-05,1,1196.67
2024-12-31,4994,2024-09-05,1,1172.94
2024-12-31,4994,2024-10-05,1,1192.87
2024-12-31,4994,2024-11-05,1,1177.7
2024-12-31,4994,2024-12-05,1,1181.57
2024-12-31,4997,2024-01-20,1,868.13
2024-12-31,4997,2024-02-20,1,904.67
2024-12-31,4997,2024-03-20,1,901.62
2024-12-31,4997,2024-04-20,1,871.87
2024-12-31,4997,2024-05-20,1,904.9
2024-12-31,4997,2024-06-20,1,903.49
2024-12-31,4997,2024-07-20,1,867.55
2024-12-31,4997,2024-08-20,1,902.86
2024-12-31,4997,2024-09-20,1,881.85
2024-12-31,4997,2024-10-20,1,877.82
2024-12-31,4997,2024-11-20,1,904.34
2024-12-31,4997,2024-12-20,1,874.5
2024-12-31,4998,2024-01-10,1,1425.72
2024-12-31,4998,2024-02-10,1,1399.34
2024-12-31,4998,2024-03-10,1,1404.06
2024-12-31,4998,2024-04-10,1,1392.53
2024-12-31,4998,2024-05-10,1,1394.64
2024-12-31,4998,2024-06-10,1,1401.59
2024-12-31,4998,2024-07-10,1,1396.26
2024-12-31,4998,2024-08-10,1,1398.22
2024-12-31,4998,2024-09-10,1,1425.81
2024-12-31,4998,2024-10-10,1,1428.42
2024-12-31,4998,2024-11-10,1,1394.85
2024-12-31,4998,2024-12-10,1,1415.48
2024-12-31,4999,2024-01-10,1,1002.11
2024-12-31,4999,2024-02-10,1,1026.39
2024-12-31,4999,2024-03-10,1,1001.57
2024-12-31,4999,2024-04-10,1,1018.49
2024-12-31,4999,2024-05-10,1,1006.05
2024-12-31,4999,2024-06-10,1,1020.4
2024-12-31,4999,2024-07-10,1,1028.67
2024-12-31,4999,2024-08-10,1,997.03
2024-12-31,4999,2024-09-10,1,1027.75
2024-12-31,4999,2024-10-10,1,1011.69
2024-12-31,4999,2024-11-10,1,1024.21
2024-12-31,4999,2024-12-10,1,1007.76
2024-12-31,5000,2024-01-10,2,1009.13
2024-12-31,5000,2024-02-10,2,973.57
2024-12-31,5000,2024-03-10,2,998.97
2024-12-31,5000,2024-04-10,2,972.86
2024-12-31,5000,2024-05-10,2,1000.91
2024-12-31,5000,2024-06-10,2,1009.44
2024-12-31,5000,2024-07-10,2,985.22
2024-12-31,5000,2024-08-10,2,993.99
2024-12-31,5000,2024-09-10,2,984.72
2024-12-31,5000,2024-10-10,2,974.1
2024-12-31,5000,2024-11-10,2,979.25
2024-12-31,5000,2024-12-10,2,979.78
2024-12-31,5001,2024-08-15,1,957.6
2024-12-31,5001,2024-09-15,1,959.87
2024-12-31,5001,2024-10-15,1,965.66
2024-12-31,5001,2024-11-15,1,971.44
2024-12-31,5001,2024-12-15,1,947.9
2024-12-31,5002,2024-01-10,2,1164.07
2024-12-31,5002,2024-02-10,2,1158.7
