date,customer_id,installment_amount
2024-12-31,5343,377.74
2024-12-31,5345,440.38
2024-12-31,5351,391.03
2024-12-31,5352,152.32
2024-12-31,5356,696.8
2024-12-31,5360,238.44
2024-12-31,5363,165.44
2024-12-31,5366,415.18
2024-12-31,5368,330.72
2024-12-31,5370,232.66
2024-12-31,5371,373.3
2024-12-31,5374,409.39
2024-12-31,5378,193.81
2024-12-31,5379,352.11
2024-12-31,5381,190.69
2024-12-31,5390,354.15
2024-12-31,5394,451.48
2024-12-31,5395,514.8
2024-12-31,5396,474.79
2024-12-31,5397,782.59
2024-12-31,5398,256.19
2024-12-31,5403,182.18
2024-12-31,5407,328.48
2024-12-31,5408,304.78
2024-12-31,5410,205.38
2024-12-31,5411,295.47
2024-12-31,5414,305.57
2024-12-31,5415,231.76
2024-12-31,5420,309.61
2024-12-31,5424,295.93
2024-12-31,5428,299.34
2024-12-31,5429,605.57
2024-12-31,5430,154.65
2024-12-31,5434,277.56
2024-12-31,5437,586.42
2024-12-31,5438,240.71
2024-12-31,5440,272.55
2024-12-31,5441,354.93
2024-12-31,5442,222.16
2024-12-31,5448,177.11
2024-12-31,5451,378.11
2024-12-31,5452,304.83
2024-12-31,5455,223.44
2024-12-31,5457,321.16
2024-12-31,5461,199.51
2024-12-31,5462,521.02
2024-12-31,5463,189.6
2024-12-31,5464,202.34
2024-12-31,5465,327.34
2024-12-31,5469,346.16
2024-12-31,5471,413.36
2024-12-31,5477,193.31
2024-12-31,5480,321.31
2024-12-31,5483,462.95
2024-12-31,5484,574.91
2024-12-31,5486,317.6
2024-12-31,5488,467.49
2024-12-31,5489,358.5
2024-12-31,5494,277.24
2024-12-31,5495,285.34
2024-12-31,5497,672.16
2024-12-31,5502,418.35
2024-12-31,5504,414.02
2024-12-31,5508,317.49
2024-12-31,5510,435.9
2024-12-31,5512,491.9
2024-12-31,5513,424.17
2024-12-31,5514,318.93
2024-12-31,5515,208.42
2024-12-31,5517,630.36
2024-12-31,5521,187.31
2024-12-31,5522,493.1
2024-12-31,5527,329.74
2024-12-31,5529,295.05
2024-12-31,5530,270.09
2024-12-31,5533,331.27
2024-12-31,5534,229.39
2024-12-31,5535,163.8
2024-12-31,5536,337.11
2024-12-31,5537,267.55
2024-12-31,5539,316.46
2024-12-31,5540,727.44
2024-12-31,5543,227.99
2024-12-31,5544,239.59
2024-12-31,5547,356.14
2024-12-31,5550,592.84
2024-12-31,5553,430
2024-12-31,5557,288.24
2024-12-31,5558,355.5
2024-12-31,5565,417.52
2024-12-31,5568,585.5
2024-12-31,5570,161.34
2024-12-31,5571,204.48
2024-12-31,5572,477.89
2024-12-31,5573,158.37
2024-12-31,5575,727.59
2024-12-31,5576,318.28
2024-12-31,5578,142.33
2024-12-31,5580,183.55
2024-12-31,5581,357.69
2024-12-31,5583,124.15
2024-12-31,5584,305.34
2024-12-31,5585,175.77
2024-12-31,5587,279.13
2024-12-31,5589,174.11
2024-12-31,5590,395.95
2024-12-31,5593,347.05
2024-12-31,5594,462.27
2024-12-31,5595,317.28
2024-12-31,5596,317.4
2024-12-31,5598,516.55
2024-12-31,5600,348.85
2024-12-31,5602,563.55
2024-12-31,5607,436.07
2024-12-31,5609,395.56
2024-12-31,5610,370.43
2024-12-31,5612,509.06
2024-12-31,5615,240.22
2024-12-31,5616,226.39
2024-12-31,5617,689.85
2024-12-31,5618,411.94
2024-12-31,5621,294.45
2024-12-31,5622,342.37
2024-12-31,5623,278.8
2024-12-31,5624,366.85
2024-12-31,5626,628.78
2024-12-31,5627,116.22
2024-12-31,5630,388.89
2024-12-31,5634,243.02
2024-12-31,5635,891.97
2024-12-31,5637,432.07
2024-12-31,5638,293.37
2024-12-31,5641,261.73
2024-12-31,5643,317.84
2024-12-31,5645,567.42
2024-12-31,5647,233.26
2024-12-31,5648,450.59
2024-12-31,5650,453.12
2024-12-31,5652,191.39
2024-12-31,5653,130.77
2024-12-31,5655,211.05
2024-12-31,5659,446.52
2024-12-31,5662,200.6
2024-12-31,5664,748.1
2024-12-31,5666,246.95
2024-12-31,5669,440.36
2024-12-31,5670,315.29
2024-12-31,5671,398.85
2024-12-31,5676,421.31
2024-12-31,5678,212.94
2024-12-31,5679,277.73
2024-12-31,5682,487.55
2024-12-31,5684,449.28
2024-12-31,5685,459.57
2024-12-31,5686,512.52
2024-12-31,5688,139.53
2024-12-31,5690,260.91
2024-12-31,5692,388.63
2024-12-31,5694,253.53
2024-12-31,5695,266.03
2024-12-31,5696,314.27
2024-12-31,5697,117.39
2024-12-31,5698,368.86
2024-12-31,5701,443.48
2024-12-31,5702,225.99
2024-12-31,5703,458.49
2024-12-31,5707,647.08
2024-12-31,5708,280.86
2024-12-31,5709,539.49
2024-12-31,5710,572.49
2024-12-31,5711,260.5
2024-12-31,5720,386.38
2024-12-31,5721,396.65
2024-12-31,5725,285.14
2024-12-31,5730,351.02
2024-12-31,5731,351.89
2024-12-31,5734,176.43
2024-12-31,5735,334.18
2024-12-31,5737,322.55
2024-12-31,5739,246.5
2024-12-31,5740,239.01
2024-12-31,5742,935.18
2024-12-31,5745,159.08
2024-12-31,5749,722.33
2024-12-31,5750,260.91
2024-12-31,5751,656.05
2024-12-31,5752,299.29
2024-12-31,5754,507.74
2024-12-31,5755,367.75
2024-12-31,5756,548.51
2024-12-31,5758,308.65
2024-12-31,5761,226.58
2024-12-31,5763,203.28
2024-12-31,5766,260.35
2024-12-31,5767,152.77
2024-12-31,5770,351.3
2024-12-31,5771,693.13
2024-12-31,5772,186.18
2024-12-31,5773,263.86
2024-12-31,5775,398.29
2024-12-31,5777,539.56
2024-12-31,5779,318.26
2024-12-31,5782,186.05
2024-12-31,5787,165.37
2024-12-31,5790,276.3
2024-12-31,5794,223.71
2024-12-31,5795,306.57
2024-12-31,5799,320.87
2024-12-31,5804,357.37
2024-12-31,5805,416.71
2024-12-31,5809,200.81
2024-12-31,5810,432.88
2024-12-31,5814,300.82
2024-12-31,5815,312.34
2024-12-31,5816,361.77
2024-12-31,5818,501.96
2024-12-31,5821,326.09
2024-12-31,5826,196.24
2024-12-31,5827,164.27
2024-12-31,5829,176.26
2024-12-31,5830,156.4
2024-12-31,5832,326.41
2024-12-31,5833,510.94
2024-12-31,5834,263.75
2024-12-31,5835,441.95
2024-12-31,5837,525.84
2024-12-31,5840,580.32
2024-12-31,5842,308.21
2024-12-31,5851,481.94
2024-12-31,5852,127.78
2024-12-31,5854,139.38
2024-12-31,5855,508.8
2024-12-31,5856,478.69
2024-12-31,5859,272.02
2024-12-31,5860,311.75
2024-12-31,5861,275.77
2024-12-31,5867,218.03
2024-12-31,5870,195.96
2024-12-31,5871,301.97
2024-12-31,5872,156.34
2024-12-31,5874,521.02
2024-12-31,5877,373.19
2024-12-31,5878,157
2024-12-31,5880,339.3
2024-12-31,5881,459.7
2024-12-31,5883,147.31
2024-12-31,5884,121.7
2024-12-31,5886,245.44
2024-12-31,5887,233.51
2024-12-31,5889,235.16
2024-12-31,5890,552.15
2024-12-31,5892,482.72
2024-12-31,5893,472.67
2024-12-31,5895,668.62
2024-12-31,5896,286.11
2024-12-31,5898,158.98
2024-12-31,5901,388.83
2024-12-31,5903,369.26
2024-12-31,5904,180.22
2024-12-31,5906,381.57
2024-12-31,5911,424.02
2024-12-31,5912,358.35
2024-12-31,5914,539.88
2024-12-31,5916,601.36
2024-12-31,5919,191.08
2024-12-31,5921,408.91
2024-12-31,5924,213.16
2024-12-31,5925,423.16
2024-12-31,5927,206.7
2024-12-31,5928,140.44
2024-12-31,5930,484.39
2024-12-31,5931,222.29
2024-12-31,5932,327.57
2024-12-31,5933,274.79
2024-12-31,5934,339.9
2024-12-31,5937,438.55
2024-12-31,5940,331.66
2024-12-31,5942,293.66
2024-12-31,5943,285.09
2024-12-31,5944,389.23
2024-12-31,5945,231.32
2024-12-31,5946,158.24
2024-12-31,5947,433.33
2024-12-31,5949,335.95
2024-12-31,5950,429.92
2024-12-31,5951,506.31
2024-12-31,5953,373.5
2024-12-31,5954,269.49
2024-12-31,5955,283.1
2024-12-31,5957,524.22
2024-12-31,5959,400.43
2024-12-31,5962,884.68
2024-12-31,5963,225.82
2024-12-31,5969,163.17
2024-12-31,5971,184.95
2024-12-31,5972,372.54
2024-12-31,5973,408.53
2024-12-31,5976,422.45
2024-12-31,5978,204.16
2024-12-31,5982,235.72
2024-12-31,5983,1042.06
2024-12-31,5984,578.24
2024-12-31,5987,296.2
2024-12-31,5988,381.71
2024-12-31,5989,579.82
2024-12-31,5990,207.07
2024-12-31,5991,731.44
2024-12-31,5994,507.58
2024-12-31,5995,512.34
2024-12-31,5997,350.96
2024-12-31,5999,397.64
2024-12-31,6009,276.13
2024-12-31,6011,384.64
2024-12-31,6012,336.47
2024-12-31,6013,377.2
2024-12-31,6015,565.3
2024-12-31,6016,459.98
2024-12-31,6017,410.17
2024-12-31,6019,625.59
2024-12-31,6021,360.47
2024-12-31,6024,372.53
2024-12-31,6025,528.34
2024-12-31,6029,333.77
2024-12-31,6030,127.42
2024-12-31,6031,468.58
2024-12-31,6033,285.43
2024-12-31,6034,903.32
2024-12-31,6035,283.21
2024-12-31,6036,165.55
2024-12-31,6037,338.56
2024-12-31,6038,507.18
2024-12-31,6039,405.81
2024-12-31,6040,416.86
2024-12-31,6043,208.34
2024-12-31,6045,232.01
2024-12-31,6046,446.21
2024-12-31,6047,195.77
2024-12-31,6048,375.74
2024-12-31,6049,276.82
2024-12-31,6053,439.81
2024-12-31,6054,492.9
2024-12-31,6055,459.05
2024-12-31,6060,567.99
2024-12-31,6063,752.19
2024-12-31,6064,446.65
2024-12-31,6066,226.87
2024-12-31,6067,152.5
2024-12-31,6070,504.89
2024-12-31,6072,806.32
2024-12-31,6073,380.77
2024-12-31,6074,270.82
2024-12-31,6076,294.31
2024-12-31,6082,247.65
2024-12-31,6083,326.4
2024-12-31,6089,268.6
2024-12-31,6090,510.88
2024-12-31,6091,175.89
2024-12-31,6094,363.92
2024-12-31,6095,460.81
2024-12-31,6096,758.68
2024-12-31,6097,266.65
2024-12-31,6098,421.7
2024-12-31,6101,263.67
2024-12-31,6103,300.36
2024-12-31,6105,163.5
2024-12-31,6106,181.17
2024-12-31,6110,582.5
2024-12-31,6111,489.68
2024-12-31,6114,215.54
2024-12-31,6115,703.31
2024-12-31,6116,264.48
2024-12-31,6117,619.59
2024-12-31,6118,413.03
2024-12-31,6119,371.53
2024-12-31,6120,320.39
2024-12-31,6121,263
2024-12-31,6122,321.54
2024-12-31,6124,225.35
2024-12-31,6128,224.72
2024-12-31,6129,317.34
2024-12-31,6130,448.44
2024-12-31,6131,421.02
2024-12-31,6134,401.87
2024-12-31,6136,335.33
2024-12-31,6137,267.7
2024-12-31,6138,194.83
2024-12-31,6145,293.35
2024-12-31,6153,450.04
2024-12-31,6162,242.24
2024-12-31,6163,394.96
2024-12-31,6165,485.25
2024-12-31,6167,503.05
2024-12-31,6168,344.47
2024-12-31,6169,525.98
2024-12-31,6170,145.68
2024-12-31,6172,332.18
2024-12-31,6176,282.81
2024-12-31,6178,190.51
2024-12-31,6179,538.91
2024-12-31,6180,377.89
2024-12-31,6181,315.66
2024-12-31,6182,427.2
2024-12-31,6184,302.6
2024-12-31,6185,313.31
2024-12-31,6186,412.42
2024-12-31,6187,252.9
2024-12-31,6189,566.16
2024-12-31,6190,260.48
2024-12-31,6192,140.15
2024-12-31,6194,197.08
2024-12-31,6195,189.7
2024-12-31,6196,475.37
2024-12-31,6198,271.29
2024-12-31,6202,863.77
2024-12-31,6203,287.78
2024-12-31,6204,325.03
2024-12-31,6205,102.98
2024-12-31,6207,301.1
2024-12-31,6208,191.72
2024-12-31,6209,188.06
2024-12-31,6210,300.96
2024-12-31,6211,316.4
2024-12-31,6212,208.4
2024-12-31,6214,422.35
2024-12-31,6216,238.6
2024-12-31,6218,517.27
2024-12-31,6222,190.31
2024-12-31,6225,372.72
2024-12-31,6228,236.98
2024-12-31,6229,481.78
2024-12-31,6230,1133.27
2024-12-31,6234,287.55
2024-12-31,6237,556.85
2024-12-31,6238,497.64
2024-12-31,6243,572.74
2024-12-31,6244,500.45
2024-12-31,6245,209.28
2024-12-31,6246,306
2024-12-31,6247,430.11
2024-12-31,6248,172.68
2024-12-31,6249,899.71
2024-12-31,6251,344.48
2024-12-31,6252,313.03
2024-12-31,6254,270.33
2024-12-31,6257,501.67
2024-12-31,6258,191.64
2024-12-31,6260,193.63
2024-12-31,6266,175.81
2024-12-31,6268,438.54
2024-12-31,6272,380.06
2024-12-31,6273,178.58
2024-12-31,6275,172.95
2024-12-31,6280,380.36
2024-12-31,6281,344.43
2024-12-31,6282,307.01
2024-12-31,6284,419.94
2024-12-31,6285,320.81
2024-12-31,6292,376.67
2024-12-31,6295,175.69
2024-12-31,6296,484.2
2024-12-31,6297,340.87
2024-12-31,6303,355.21
2024-12-31,6309,285.92
2024-12-31,6311,280.62
2024-12-31,6312,145.64
2024-12-31,6314,347.66
2024-12-31,6317,354.01
2024-12-31,6318,732.72
2024-12-31,6319,260.74
2024-12-31,6321,535.73
2024-12-31,6324,389.68
2024-12-31,6325,736.66
2024-12-31,6326,379.03
2024-12-31,6327,258.7
2024-12-31,6328,304.81
2024-12-31,6329,169.49
2024-12-31,6332,177.91
2024-12-31,6333,202.16
2024-12-31,6334,441.37
2024-12-31,6335,346.1
2024-12-31,6337,409.46
2024-12-31,6338,306.27
2024-12-31,6341,455.48
2024-12-31,6342,712.65
2024-12-31,6345,134.73
2024-12-31,6346,282.47
2024-12-31,6348,357.4
2024-12-31,6349,135.56
2024-12-31,6351,253.11
2024-12-31,6352,644.62
2024-12-31,6359,283.63
2024-12-31,6360,250.08
2024-12-31,6361,212.47
2024-12-31,6362,266.91
2024-12-31,6363,401.86
2024-12-31,6367,405.12
2024-12-31,6368,259.11
2024-12-31,6370,690.68
2024-12-31,6371,247.98
2024-12-31,6372,211.71
2024-12-31,6376,509.62
2024-12-31,6378,547.06
2024-12-31,6379,205.38
2024-12-31,6380,206.73
2024-12-31,6384,232.93
2024-12-31,6387,448.16
2024-12-31,6388,493.3
2024-12-31,6389,348.07
2024-12-31,6390,220.54
2024-12-31,6391,293.34
2024-12-31,6392,483.12
2024-12-31,6393,144.69
2024-12-31,6394,728
2024-12-31,6398,786.8
2024-12-31,6400,765.72
2024-12-31,6405,507.29
2024-12-31,6406,444.19
2024-12-31,6407,409.73
2024-12-31,6410,298.16
2024-12-31,6414,661.68
2024-12-31,6415,464.97
2024-12-31,6416,270.44
2024-12-31,6417,287.46
2024-12-31,6418,205.47
2024-12-31,6419,560.68
2024-12-31,6420,912.15
2024-12-31,6421,199.61
2024-12-31,6422,290.85
2024-12-31,6423,364.24
2024-12-31,6424,500.16
2024-12-31,6425,198.66
2024-12-31,6427,495.83
2024-12-31,6429,198
2024-12-31,6430,413.16
2024-12-31,6431,535.39
2024-12-31,6437,306.06
2024-12-31,6438,299.32
2024-12-31,6440,907.87
2024-12-31,6441,563.42
2024-12-31,6443,150.99
2024-12-31,6444,225.52
2024-12-31,6448,174.28
2024-12-31,6453,164.77
2024-12-31,6455,198.24
2024-12-31,6456,497.8
2024-12-31,6460,402.48
2024-12-31,6462,782.06
2024-12-31,6465,421.01
2024-12-31,6466,474
2024-12-31,6468,486.61
2024-12-31,6471,399.42
2024-12-31,6472,424.88
2024-12-31,6475,404.29
2024-12-31,6476,350.88
2024-12-31,6477,424.88
2024-12-31,6478,264.92
2024-12-31,6479,378.07
2024-12-31,6481,296.69
2024-12-31,6482,344.8
2024-12-31,6484,233.75
2024-12-31,6486,243.69
2024-12-31,6488,215.66
2024-12-31,6491,378.09
2024-12-31,6494,463.73
2024-12-31,6495,326.21
2024-12-31,6501,138.74
2024-12-31,6502,331.63
2024-12-31,6503,116.99
2024-12-31,6511,227.12
2024-12-31,6512,305.45
2024-12-31,6514,286.94
2024-12-31,6518,557.72
2024-12-31,6520,302.03
2024-12-31,6524,250.43
2024-12-31,6525,167.19
2024-12-31,6528,342.79
2024-12-31,6530,255.16
2024-12-31,6531,308.01
2024-12-31,6535,430.03
2024-12-31,6538,309.73
2024-12-31,6539,400.96
2024-12-31,6541,361.72
2024-12-31,6542,274.97
2024-12-31,6545,677.72
2024-12-31,6546,321.94
2024-12-31,6548,387.33
2024-12-31,6549,272.1
2024-12-31,6550,127.04
2024-12-31,6553,322.96
2024-12-31,6559,204.41
2024-12-31,6566,138.41
2024-12-31,6567,278.87
2024-12-31,6568,293.93
2024-12-31,6570,391.27
2024-12-31,6573,300.7
2024-12-31,6579,287.58
2024-12-31,6580,166.4
2024-12-31,6581,416.26
2024-12-31,6582,296.48
2024-12-31,6583,215.66
2024-12-31,6587,205.08
2024-12-31,6590,237.42
2024-12-31,6592,257.38
2024-12-31,6595,293
2024-12-31,6596,403.22
2024-12-31,6599,264.68
2024-12-31,6602,204.92
2024-12-31,6603,371.65
2024-12-31,6605,237.4
2024-12-31,6607,278.19
2024-12-31,6609,316.02
2024-12-31,6612,237.24
2024-12-31,6613,452.2
2024-12-31,6615,347.05
2024-12-31,6616,172.61
2024-12-31,6617,244.72
2024-12-31,6619,314.29
2024-12-31,6620,356.89
2024-12-31,6621,288.98
2024-12-31,6624,236.91
2024-12-31,6628,271.94
2024-12-31,6629,639.28
2024-12-31,6631,269.05
2024-12-31,6635,487.08
2024-12-31,6636,333.52
2024-12-31,6637,585.89
2024-12-31,6639,382.22
2024-12-31,6642,545.32
2024-12-31,6644,245.62
2024-12-31,6645,388.18
2024-12-31,6648,347.05
2024-12-31,6651,270.57
2024-12-31,6655,325.02
2024-12-31,6656,245.77
2024-12-31,6664,600.21
2024-12-31,6666,399.36
2024-12-31,6671,1266.7
2024-12-31,6672,654.74
2024-12-31,6674,363.54
2024-12-31,6675,623.87
2024-12-31,6677,441.79
2024-12-31,6682,415.09
2024-12-31,6686,203.56
2024-12-31,6687,551.54
2024-12-31,6689,358.22
2024-12-31,6690,254.23
2024-12-31,6691,173.6
2024-12-31,6692,245.45
2024-12-31,6701,200.39
2024-12-31,6704,279.98
2024-12-31,6705,169.19
2024-12-31,6710,153.91
2024-12-31,6712,488.6
2024-12-31,6713,246.02
2024-12-31,6717,200.25
2024-12-31,6718,419.15
2024-12-31,6721,200.83
2024-12-31,6722,825.43
2024-12-31,6723,337.19
2024-12-31,6724,187.3
2024-12-31,6725,541.98
2024-12-31,6728,391.9
2024-12-31,6731,280.12
2024-12-31,6734,458.61
2024-12-31,6735,229.35
2024-12-31,6737,218.41
2024-12-31,6738,410.67
2024-12-31,6740,496.64
2024-12-31,6743,82.85
2024-12-31,6744,512.33
2024-12-31,6750,270.89
2024-12-31,6756,335.91
2024-12-31,6759,405.12
2024-12-31,6760,423.86
2024-12-31,6763,173.64
2024-12-31,6764,447.97
2024-12-31,6766,184.83
2024-12-31,6767,303.79
2024-12-31,6770,559.5
2024-12-31,6771,245.1
2024-12-31,6772,269.24
2024-12-31,6774,357.93
2024-12-31,6775,308.44
2024-12-31,6777,408.69
2024-12-31,6780,511.83
2024-12-31,6781,130.35
2024-12-31,6782,177.59
2024-12-31,6783,664.57
2024-12-31,6784,313.78
2024-12-31,6787,205.99
2024-12-31,6791,296.72
2024-12-31,6792,173.41
2024-12-31,6794,210.58
2024-12-31,6796,219.51
2024-12-31,6797,304.73
2024-12-31,6799,340.64
2024-12-31,6800,167.8
2024-12-31,6801,235.48
2024-12-31,6802,532.94
2024-12-31,6803,375.71
2024-12-31,6804,388.22
2024-12-31,6808,157.57
2024-12-31,6811,615.39
2024-12-31,6812,528.33
2024-12-31,6813,526.89
2024-12-31,6814,212.45
2024-12-31,6816,200.24
2024-12-31,6818,697.43
2024-12-31,6819,117.58
2024-12-31,6820,284.67
2024-12-31,6823,800.95
2024-12-31,6828,198
2024-12-31,6829,227.17
2024-12-31,6831,333.16
2024-12-31,6834,139.46
2024-12-31,6836,494.98
2024-12-31,6837,366.27
2024-12-31,6838,352.16
2024-12-31,6839,583.47
2024-12-31,6840,295.54
2024-12-31,6842,411.36
2024-12-31,6847,549.74
2024-12-31,6848,354.57
2024-12-31,6850,492.2
2024-12-31,6852,444.41
2024-12-31,6856,262.01
2024-12-31,6859,119.91
2024-12-31,6860,613.8
2024-12-31,6866,595.89
2024-12-31,6868,110.13
2024-12-31,6871,391.52
2024-12-31,6874,179.76
2024-12-31,6875,309.26
2024-12-31,6876,156.57
2024-12-31,6877,464.53
2024-12-31,6883,192.11
2024-12-31,6885,206.65
2024-12-31,6886,772.88
2024-12-31,6888,402.18
2024-12-31,6889,437.67
2024-12-31,6893,383.25
2024-12-31,6895,414.89
2024-12-31,6896,230.37
2024-12-31,6906,358.35
2024-12-31,6909,719.35
2024-12-31,6910,255.85
2024-12-31,6911,111.5
2024-12-31,6912,207.04
2024-12-31,6917,516.53
2024-12-31,6920,227.6
2024-12-31,6921,519.63
2024-12-31,6922,583.36
2024-12-31,6923,367.32
2024-12-31,6924,280.68
2024-12-31,6925,469.93
2024-12-31,6926,212.69
2024-12-31,6927,229.73
2024-12-31,6928,559.3
2024-12-31,6929,405.72
2024-12-31,6930,256.12
2024-12-31,6931,283.47
2024-12-31,6932,270.8
2024-12-31,6933,251.59
2024-12-31,6936,506.68
2024-12-31,6939,793.07
2024-12-31,6940,214.67
2024-12-31,6941,618.17
2024-12-31,6944,554.26
2024-12-31,6945,222.89
2024-12-31,6946,222.94
2024-12-31,6948,1554.5
2024-12-31,6949,354.11
2024-12-31,6950,571.11
2024-12-31,6951,411.75
2024-12-31,6955,631.77
2024-12-31,6958,453.69
2024-12-31,6959,724.19
2024-12-31,6961,353.3
2024-12-31,6962,113.53
2024-12-31,6964,196.56
2024-12-31,6967,192.15
2024-12-31,6975,407.93
2024-12-31,6976,222.38
2024-12-31,6977,254.38
2024-12-31,6978,212.17
2024-12-31,6979,437.16
2024-12-31,6980,392.93
2024-12-31,6981,183.71
2024-12-31,6983,257.9
2024-12-31,6984,227.86
2024-12-31,6985,625.27
2024-12-31,6987,133.57
2024-12-31,6988,118.06
2024-12-31,6989,123.27
2024-12-31,6991,264.02
2024-12-31,6993,250.79
2024-12-31,6995,287.21
2024-12-31,6996,224.62
2024-12-31,6999,414.6
2024-12-31,7000,408.46
2024-12-31,7001,290.18
2024-12-31,7002,312.24
2024-12-31,7006,235.29
2024-12-31,7008,296.42
2024-12-31,7009,160.26
2024-12-31,7010,303.78
2024-12-31,7011,153.09
2024-12-31,7013,187.27
2024-12-31,7014,175.03
2024-12-31,7018,185.74
2024-12-31,7020,395.89
2024-12-31,7023,227.96
2024-12-31,7024,793.26
2024-12-31,7030,290.09
2024-12-31,7035,326.27
2024-12-31,7036,853.92
2024-12-31,7038,307.95
2024-12-31,7039,376.7
2024-12-31,7041,242.7
2024-12-31,7044,309.06
2024-12-31,7049,654.63
2024-12-31,7053,295.07
2024-12-31,7055,358.12
2024-12-31,7057,98.5
2024-12-31,7058,363.21
2024-12-31,7059,374.07
2024-12-31,7060,415.69
2024-12-31,7061,883.83
2024-12-31,7062,112.81
2024-12-31,7064,151.61
2024-12-31,7065,226.23
2024-12-31,7066,400.6
2024-12-31,7069,211.43
2024-12-31,7070,127.27
2024-12-31,7072,353.19
2024-12-31,7073,262.78
2024-12-31,7074,135.23
2024-12-31,7075,401.46
2024-12-31,7076,431.32
2024-12-31,7078,413
2024-12-31,7079,213.35
2024-12-31,7081,290.86
2024-12-31,7085,636.25
2024-12-31,7086,168.5
2024-12-31,7088,246.74
2024-12-31,7091,570.37
2024-12-31,7092,199.27
2024-12-31,7093,610.74
2024-12-31,7098,171.04
2024-12-31,7099,97.85
2024-12-31,7100,304.26
2024-12-31,7103,413.76
2024-12-31,7104,347.65
2024-12-31,7107,281.12
2024-12-31,7108,551.75
2024-12-31,7111,378.86
2024-12-31,7114,530.8
2024-12-31,7123,316.82
2024-12-31,7124,735.33
2024-12-31,7129,562.76
2024-12-31,7133,515.11
2024-12-31,7137,176.03
2024-12-31,7139,316
2024-12-31,7142,334.28
2024-12-31,7143,259.83
2024-12-31,7144,224.63
2024-12-31,7146,184.48
2024-12-31,7148,117.78
2024-12-31,7153,381.89
2024-12-31,7154,595.75
2024-12-31,7155,297.55
2024-12-31,7160,571.97
2024-12-31,7161,267.81
2024-12-31,7164,798.96
2024-12-31,7165,293.03
2024-12-31,7167,365.25
2024-12-31,7172,139.63
2024-12-31,7175,197.71
2024-12-31,7178,185.96
2024-12-31,7180,393.98
2024-12-31,7181,234.53
2024-12-31,7182,195.81
2024-12-31,7188,358.46
2024-12-31,7191,235.31
2024-12-31,7192,86.71
2024-12-31,7193,201.25
2024-12-31,7194,314.27
2024-12-31,7195,178.49
2024-12-31,7196,414.49
2024-12-31,7197,335.06
2024-12-31,7199,146.76
2024-12-31,7200,284.14
2024-12-31,7201,276.29
2024-12-31,7203,204.48
2024-12-31,7207,203.27
2024-12-31,7209,630.01
2024-12-31,7210,684.37
2024-12-31,7212,369.12
2024-12-31,7213,153.63
2024-12-31,7214,621.18
2024-12-31,7215,378.44
2024-12-31,7216,345.05
2024-12-31,7218,320.92
2024-12-31,7219,454.5
2024-12-31,7220,388.04
2024-12-31,7225,660.02
2024-12-31,7227,140.84
2024-12-31,7229,398.84
2024-12-31,7230,378.96
2024-12-31,7231,227.52
2024-12-31,7232,345.59
2024-12-31,7236,485.78
2024-12-31,7239,199.17
2024-12-31,7240,560.82
2024-12-31,7243,360.83
2024-12-31,7244,266.93
2024-12-31,7245,168.31
2024-12-31,7246,210.55
2024-12-31,7248,103.71
2024-12-31,7249,349.6
2024-12-31,7250,178.85
2024-12-31,7252,209.72
2024-12-31,7253,295.7
2024-12-31,7255,549.38
2024-12-31,7256,226.11
2024-12-31,7258,152.91
2024-12-31,7259,286.4
2024-12-31,7263,326.23
2024-12-31,7265,345.58
2024-12-31,7266,318.41
2024-12-31,7267,212.53
2024-12-31,7268,247.02
2024-12-31,7269,340.58
2024-12-31,7274,200.66
2024-12-31,7275,531.52
2024-12-31,7278,245.5
2024-12-31,7282,215.67
2024-12-31,7284,149.63
2024-12-31,7285,168.82
2024-12-31,7291,585.74
2024-12-31,7292,410.45
2024-12-31,7294,207.79
2024-12-31,7295,220.74
2024-12-31,7296,252.09
2024-12-31,7297,201.18
2024-12-31,7300,567.51
2024-12-31,7301,185.88
2024-12-31,7302,349.57
2024-12-31,7305,556.75
2024-12-31,7308,350.81
2024-12-31,7309,124.95
2024-12-31,7311,329.02
2024-12-31,7312,361.25
2024-12-31,7314,469.48
2024-12-31,7315,280.81
2024-12-31,7316,115.37
2024-12-31,7319,619.81
2024-12-31,7320,508.66
2024-12-31,7321,283.59
2024-12-31,7322,149.78
2024-12-31,7323,250.07
2024-12-31,7324,334.68
2024-12-31,7330,571
2024-12-31,7332,176.31
2024-12-31,7333,306.96
2024-12-31,7334,535.73
2024-12-31,7337,207.9
2024-12-31,7340,217.72
2024-12-31,7342,669.44
2024-12-31,7343,302.55
2024-12-31,7345,285.82
2024-12-31,7346,245.4
2024-12-31,7347,287.6
2024-12-31,7348,331.93
2024-12-31,7352,234.15
2024-12-31,7358,523.66
2024-12-31,7360,494.97
2024-12-31,7363,434.41
2024-12-31,7365,621.92
2024-12-31,7367,293.72
2024-12-31,7368,267.33
2024-12-31,7371,201.7
2024-12-31,7374,316.93
2024-12-31,7375,203.63
2024-12-31,7382,290.03
2024-12-31,7383,156.06
2024-12-31,7385,418.36
2024-12-31,7386,485.46
2024-12-31,7387,195.04
2024-12-31,7388,550.06
2024-12-31,7389,382.36
2024-12-31,7390,141.44
2024-12-31,7391,461.21
2024-12-31,7392,374.73
2024-12-31,7398,176.12
2024-12-31,7399,446.82
2024-12-31,7403,443.96
2024-12-31,7404,362.37
2024-12-31,7406,247.49
2024-12-31,7409,356.26
